USPS	GEOID	ANSICODE	NAME	LSAD	FUNCSTAT	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                 
NE	3151595	02400098	Washington village	47	A	530320	0	0.205	0.	41.397626	-96.207454                                                                                                                      
NE	3151630	02400102	Waterbury village	47	A	358692	0	0.138	0.	42.45724	-96.735582                                                                                                                        
NE	3151665	02400103	Waterloo village	47	A	1669510	0	0.645	0.	41.285569	-96.285055                                                                                                                       
NE	3151700	02400109	Wauneta village	47	A	2510939	0	0.969	0.	40.416515	-101.376729                                                                                                                       
NE	3151735	02400110	Wausa village	47	A	1358250	0	0.524	0.	42.497827	-97.539305                                                                                                                          
NE	3151770	02397229	Waverly city	25	A	6165412	0	2.38	0.	40.911181	-96.534041                                                                                                                            
NE	3151840	02397233	Wayne city	25	A	7315253	114652	2.824	0.044	42.238349	-97.01092                                                                                                                      
NE	3152015	02397243	Weeping Water city	25	A	2505102	0	0.967	0.	40.869186	-96.140065                                                                                                                     
NE	3152085	02400121	Wellfleet village	47	A	701518	0	0.271	0.	40.753912	-100.731818                                                                                                                      
NE	3152295	02400149	Western village	47	A	1259840	0	0.486	0.	40.393079	-97.198396                                                                                                                        
NE	3152330	02583905	Westerville CDP	57	S	339845	0	0.131	0.	41.396196	-99.381796                                                                                                                         
NE	3152540	02400155	Weston village	47	A	577800	0	0.223	0.	41.19314	-96.741985                                                                                                                           
NE	3152575	00838328	West Point city	25	A	7354818	31117	2.84	0.012	41.837741	-96.705918                                                                                                                  
NE	3152855	02393186	White Clay CDP	57	S	184323	0	0.071	0.	42.997019	-102.555017                                                                                                                         
NE	3152925	02400167	Whitney village	47	A	408788	0	0.158	0.	42.783759	-103.256697                                                                                                                        
NE	3152960	02397309	Wilber city	25	A	2332627	10490	0.901	0.004	40.480914	-96.964863                                                                                                                     
NE	3152995	02400169	Wilcox village	47	A	1292871	0	0.499	0.	40.3644	-99.169257                                                                                                                           
NE	3153205	02583906	Willow Island CDP	57	S	7288070	0	2.814	0.	40.890044	-100.070711                                                                                                                     
NE	3153240	02399710	Wilsonville village	47	A	691459	0	0.267	0.	40.1119	-100.106678                                                                                                                      
NE	3153275	02399717	Winnebago village	47	A	832321	0	0.321	0.	42.23838	-96.471521                                                                                                                        
NE	3153345	02399719	Winnetoon village	47	A	751747	0	0.29	0.	42.513528	-97.960134                                                                                                                        
NE	3153380	02399720	Winside village	47	A	675982	0	0.261	0.	42.177444	-97.175392                                                                                                                         
NE	3153415	02399722	Winslow village	47	A	374301	0	0.145	0.	41.610125	-96.504695                                                                                                                         
NE	3153450	00838335	Wisner city	25	A	3238817	72206	1.251	0.028	41.989387	-96.914345                                                                                                                     
NE	3153520	02399726	Wolbach village	47	A	1776734	33510	0.686	0.013	41.401728	-98.390162                                                                                                                 
NE	3153555	02399730	Wood Lake village	47	A	821477	25625	0.317	0.01	42.638344	-100.237122                                                                                                                
NE	3153575	02583907	Woodland Hills CDP	57	S	925972	20478	0.358	0.008	40.751637	-96.423603                                                                                                               
NE	3153580	02587012	Woodland Park CDP	57	S	4051449	0	1.564	0.	42.05424	-97.345189                                                                                                                       
NE	3153660	02397364	Wood River city	25	A	2930287	0	1.131	0.	40.819576	-98.604177                                                                                                                        
NE	3153835	02397386	Wymore city	25	A	4848190	78725	1.872	0.03	40.121819	-96.664159                                                                                                                      
NE	3153905	02399747	Wynot village	47	A	475273	0	0.184	0.	42.739801	-97.169737                                                                                                                           
NE	3154020	02583908	Yankee Hill CDP	57	S	10461818	0	4.039	0.	40.765291	-96.732217                                                                                                                       
NE	3154045	02397392	York city	25	A	16915563	72517	6.531	0.028	40.870379	-97.592745                                                                                                                      
NE	3154115	02397396	Yutan city	25	A	1486271	0	0.574	0.	41.242989	-96.39573                                                                                                                              
